,question,humor
2175,If I get this can I teleport to a new galaxy?,True
2176,will i have to worry about accidentally erasing all of reality while wearing this?,True
2177,I heard you can mod these with a raspberry pi to make your debt disappear. Does it work for warrants?,True
2178,Once you put on the Infinity Gauntlet can you feel the power instantly?,True
2179,Will it hold a can (such as a beer can)?,True
2180,Will this product help me reverse the effects of the snap? asking for a friend. tia,True
2181,I'm looking to balance the Universe. Do you think this Gauntlet is for me?,True
2182,If i snap  fingers will half of the world disappear?,True
2183,Am I able to stop the noises from the gauntlet if I were going to take it to the premier?,True
2184,How come some people are getting the chinese knock off? If I order this will i receive the official marvel legends one?,True
2185,If I am a Muslim and bring this to school will I be arrested?,True
2186,If I buy this cami tank tops will I get a boyfriend?,True
2187,Is this phone compatible with straight talk,True
2188,why wont my parents give me a phone,True
2189,Will this product make me more me more attractive ?,True
2190,Will this work in the vacuum of outer space?,True
2191,Could i be the next Robin Hood with these things,True
2192,If these happen to fill up with liquid how would I drain them?,True
2193,Will these change my bikes's gender or can my bike make that decision itself?,True
2194,$3500...???? :o :o ... does it contains jarvis also... ?,True
2195,Does it really transform into an iron man suit so I can be a superhero?,True
2196,can i be iron man using this phone? can i fly?,True
2197,Can you get chicks with these?,True
2198,Sorry if this is dumb but why exactly are these earbuds being used for sharpening knives??,True
2199,Does the girl come with it? I have been really lonely lately.,True
2200,Are the children included?,True
2201,Will i become a man if i poured this over a cut?,True
2202,Does delivery require a signature?,True
2203,Does it come with the girl?,True
2204,if  buy  this  will  I  have a  cat?,True
2205,This is advertised as focusing to infinity. Does it really?,True
2206,Sofor 1600$ can it make sandwiches?,True
2207,Will the whale on this Plastic Wine Glasses jump?,True
2208,Is the picture on this product a photo of somebody who had an accident using your straws?,True
2209,Can you use this to toast bread ?,True
2210,Will it wash my car?,True
2211,will it give a horsepower boost too my 73 super beetle? LoL,True
2212,Do this  Come  with frankincense and myrrh and money on the way incense,True
2213,If I wear it backwards can I see where I've been?,True
2214,exactly how many baby do i have to make to have this put in me down there and also get lots of welfare?,True
2215,can I disguise myself as a horse and let people get on top of me,True
2216,On a scale from horse to horse about how much horse would you say is in this horse?,True
2217,Will the mask in fact turn me into a horse? Similar to the way Link can use masks to turn into creatures in Zelda?,True
2218,is the woman included?,True
2219,Does it come with a cute Japanese woman as shown in the picture?,True
2220,Does the girl come with the bear or nah,True
2221,Is the child included in the package or is he/she sold separately?,True
2222,Is the fine lady included in the price? And how soon can the whole package be at my door?,True
2223,Does it come with the girl?,True
2224,what year model is this,True
2225,i would like to purchase the women that is running on the treadmill?,True
2226,Does the woman in the picture come with the treadmill ?  Is she in the box or shipped separately ?  Can she cook ?,True
2227,Is the woman included?,True
2228,Does the girl come with it?,True
2229,Can I use this with a standing desk?,True
2230,Can it withstand Kardashian's ass? Do not collapse？,True
2231,Can it withstand Kardashian's ass? Do not collapse？,True
2232,I do tumblers would this be tall enough to fit them in for a picture?,True
2233,Can it withstand Kardashian's ass? Do not collapse？,True
2234,How safe would I be from the dinosaur?,True
2235,it says gum can I eat these papers If I wanted to,True
2236,You pay extra for expert assembly? How does that even work? Is there a guy in the box?,True
2237,do you recomend it for 1114 years old kids?,True
2238,do I need to bring the basketball hoop in every night,True
2239,Will this ring make me invisible if I put it on?,True
2240,Does this chair make chocolate milk and read me bedtime stories?,True
2241,Can I compel a demon to leave my home with this necklace?,True
2242,What does a solar flare have to do with a gong? Weird title.,True
2243,Is this to protect your virginity or declare yourself virgin champion?,True
2244,Can I buy this girl instead?,True
2245,is this oil witchcraft?,True
2246,it feels great but do it make a man fall in love with u like did it bring love to you.,True
2247,does it work with male judges and attiornys,True
2248,would this work being among numerous of friends even opposite sex? All my friends gange up on me and id rather be attracted not frown upon.,True
2249,Is this similar to the Crown of Success?,True
2250,Which oils can be used to help in finding steady employment?,True
2251,can you still wear your perfume? how many times do you dab ?,True
2252,Can the Echo be taught to love?,True
2253,Can this fight off a small clan of western raiders? My moat isn't doing the trick and they are demanding that I pay for the boxes of thin mints.,True
2254,is this battle ready?,True
2255,From one to ten how sharp is this. 1 duller than a basketball and 10 being sharp enough to cut down a tree.,True
2256,is this battle ready?,True
2257,Since zombies aren't alive and they eat other living people wouldn't that poop technically be the dead peoples'?,True
2258,Is this model kit good for fighting traitors?,True
2259,Does this kit need painting?,True
2260,What's the best way to paint the absent white accents on the blaster rifle?,True
2261,How much assembly is required? Do I have to paint it?,True
2262,If you have one of these at a soccer match do you feel at all guilty for ruining peoples good times with your loud and obnoxious instrument?,True
2263,Can I use this to buy a Twinkie?,True
2264,Why does this router look like a plate from a sushi restaurant?,True
2265,Does this point out Hillary's hypocrisy and tell the honest truth about whats really going on in America?,True
2266,Will it fire me despite not being my boss at my job?,True
2267,Hey why are you selling this discrase of a man an amazonpeople like hilary clinton or burney sanders would make a better president than this chump,True
2268,Will this increase in value when Trump becomes President?,True
2269,How many evil spirits can a single witch ball ward off/contain?,True
2270,Does she come with it?,True
2271,who's the hot babe in the photo does she come with this table cloth?,True
2272,will this cross bow kill small animals or just Zombies?,True
2273,Can i buy the amazons cross pistol for zombies if i live in massachusetts,True
2274,Would you like to borrow my phone so you can take a picture of the product with high enough resolution to actually see what we're getting? hehehe,True
2275,Where did this dinosaur lived,True
2276,Does it really take an act of God to get a template???,True
2277,Does it shoot supa hot beats,True
2278,Anyone use this to flame off honey locust thorns?,True
2279,Will this flamethrower make America Great Again?,True
2280,Will this stop approaching z's in a zombie apocalypse or simply transform them into flaming death machines.Side question: How Flamible are zombies?,True
2281,could you start a bonfire with this?,True
2282,Will this work on foxholes and trenches?  Im worried about america being invaded I fear the first thing the invaders might do is dig foxholes.,True
2283,could you start a bonfire with this?,True
2284,Can you make a wish?,True
