,text,humor
3263,"At those secret meetings they met with `` foure black things , going upright , and yet not like men in the face '' , with whom they ate , danced , and had sex.",False
3264,"When he was three years old , his mother died , forcing his father to send him and his brother Carl to an orphanage , as Benny 's father could not take care of them.",False
3265,"The word baron comes from Old French baron , itself from Old High German and Latin baro meaning '' man , warrior '' ; it merged with cognate Old English beorn meaning `` nobleman . ''",False
3266,"651 : Last Sassanid ruler Yazdegerd III then fled eastward from one district to another , until at last he was killed by a local miller for his purse at Merv , ending the dynasty.",False
3267,"He also gives an example of an adult that can make mistakes in vision because of how one 's experience suggests that they are seeing one thing , when they are really seeing something else.",False
3268,"The family - mother , father , old woman , young man , baby , and dog - are attempting to eat pieces of metal , such as chains , bicycle handlebars , and rifles.",False
3269,"It has a regular year of 365 days divided into 12 months , and a leap day is added to February every four years . Hence the Julian year is on average 365.25 days long.",False
3270,"In the Reward Challenge , Bobby Jon struggled to swallow as he put all his servings in his mouth , but Tom strategically ate one egg at a time , thus granting Koror another victory.",False
3271,"Some say another reason for Ultraman to recharge is because the Earth is badly polluted by humans , so Ultraman only has three minutes on Earth , but can survive long enough in outer space.",False
3272,"If we assume that each operation can be completed in one unit of time then these three instructions can be completed in a total of two units of time , giving an ILP of 3/2.",False
3273,"If a Bantu mother has lost two children in succession , the next child born is taken out at dawn and placed on the road , where it is left till a neighbor , usually a woman friend who has gone that way on purpose , picks it up and takes it to its mother who gives a goat in return ; a somewhat similar custom prevails among the Niotic tribes.",False
3274,"He had first bought a plastic horn in Los Angeles in 1954 because he was unable to afford a metal saxophone , though he didn't like the sound of the plastic instrument at first.",False
3275,"One thing that I can say , however , is that even if I am unable to discover some fundamental purpose to life , this will not give me a reason to return to Christianity.",False
3276,"To keep tea pots hot after tea is first brewed , early English households employed the Tea Cosy , a padded fabric covering , much like a hat , that slips over the tea pot.",False
3277,"Georgiana May , a friend of Stowe 's , wrote a letter to the author stating that `` I was up last night long after one o'clock , reading and finishing Uncle Tom 's Cabin.",False
3278,"There are certain ambiguities in this formulation of the problem : it is unclear whether or not the host would always open another door , always offer a choice to switch , or even whether he would ever open the door revealing the car . The standard analysis of the problem assumes that the host is indeed constrained always to open a door revealing a goat , always to make the offer to switch , and to open one of the remaining two doors perfectly randomly if the player initially picked the car.",False
3279,"Bald in the English name is derived from the word piebald , and refers to the white head and tail feathers and their contrast with the darker body.",False
3280,"Evelyn , having by now made a true friend in Ninny , offers Ninny a room in her home for the rest of her days ; Ninny accepts.",False
3281,"On the showdown , each player plays the best poker hand they can make from the seven cards comprising his two hole cards and the five community cards.",False
3282,"Norway won the most medals , the first time a country other than the USSR had done so since the USSR first entered the Winter Games in 1956.",False
3283,"Coming before the crowd one last time , Pilate declares Jesus innocent , washing his own hands in water to show he has no part in this condemnation.",False
3284,"Hurricane Alma was the first of three consecutive storms to come close to , or make landfall on , the Pacific coast of Mexico during a ten-day span.",False
3285,Thus a paper clip is a useful accessory in many kinds of mechanical work including computer work : the metal wire can be unfolded with a little force.,False
3286,"The company also offers Absolute distilled drinking water , the second biggest selling bottled water brand in the market behind SMC 's Wilkins , and Summit mineral water.",False
3287,He stated that she was then approached by a dark man in a black shirt similar to those worn by security guards as the young men drove away.,False
3288,Some species in Africa and Australia are able to turn black after a molt following a fire in the region to blend in with the fire ravaged landscape.,False
3289,"It is also the digital radio home for Test Match Special , which provides full commentary without the shipping forecast included on the Radio 4 long wave coverage.",False
