,question,humor
2973,What's the scientific reasons not to place them around carpets or curtains?,False
2974,I live in a 10 round magazines state and it can be hard to find pouches that fit shorter mags. Has anyone try this with 10 round steel mags versus lon,False
2975,how many come in a package?,False
2976,It comes with a pair of 70lb Dumbbells or just one ?,False
2977,Does the price of 1749 include the 3rd tier for the rack & if not how much additional is the 3rd tier ?,False
2978,Is the large too small for a 17 month old toddler who is almost 34 in tall and 30 lbs heavy?,False
2979,Do these work with galaxy s8,False
2980,What all is included with the retail version?,False
2981,can i use this phone just for the WiFi,False
2982,I live in Utah We have harsh winters and very sunny summers.  Will this cover work in those conditions?,False
2983,AskDPHorizonte no purchase 1415243865281?,False
2984,will this play on later playstation models?,False
2985,Isn't this launching in April? Delivery currently says December.,False
2986,Does it really contain 500mg of curcumin? amazon best seller curcumin product has only  235mg curcumin. both capsules are 750mg proprietary blend.,False
2987,does it come with the bridle,False
2988,If I buy this mask you can send to mexico?,False
2989,Is it made in the USA?,False
2990,Is game appropriate for 10 year old?,False
2991,Does the gold case have the apple icon on the front? Is the brand name modish on the back?,False
2992,Cai review your item on my youtube,False
2993,How many sales and can this be used or is it wall hanger stuff?,False
2994,What is the recommended amount to add to a gallon of distilled water?,False
2995,How many fingerlings can fit in this bag?,False
2996,any 2013 reviews?,False
2997,Is this an auto correcting collar or does it require remote activation?,False
2998,How many do you get?,False
2999,can you wear this with head strapped binoculars,False
3000,My glasses tend to fog up easily.  How well does this Balaclava work with glasses?  Do you experience a lot a little or no fogging?,False
3001,i am 14 years old and i was wondering if it could fit me.,False
3002,How much do the handles stick out?,False
3003,are theses navy shoes patent,False
3004,i asked if i order the blue pump are they patent leather,False
3005,Is it as big as the picture?,False
3006,When we got our dog we were told that he was half Aussie and have coyote. Will this text confirm if that is true?,False
3007,Are the results put into a percent? ex. 50 percent shepard 20 percent westie 30 percent poodle,False
3008,how tall is this tent,False
3009,How lone are the wires,False
3010,is this a new or used printer,False
3011,what size printer cable do I need,False
3012,To the person who can't get the marker to erase use magic eraser. i have had the same issue with other dry erase boards. it works?!?,False
3013,Is this worth the price?,False
3014,Does this come with the markers and eraser?,False
3015,what are the prizes?,False
3016,It says they are in stock for December 25th. Does that mean I will not be able to order them and receive them by Christmas?,False
3017,How many strips of bacon's do you get in a pack?,False
3018,Can I use it on my diabetes?,False
3019,Does it have 15 or 25 Bandages? Because the description says 25 and the picture says 15.,False
3020,I need your address to make a return?,False
3021,Where is this made?,False
3022,Is the heme in this product bovine-sourced?  Do they ensure safety from prions (mad cow disease)?,False
3023,Does it run with 220 volt? Do you aply the free shipping to Paraguay? Thank you,False
3024,Has anyone used these to make the work environment better?,False
3025,How tall is this crystal?,False
3026,is it real or man made?,False
3027,I this better and louder than megaboom 3,False
3028,Has anyone else had trouble with the screen going blank?  I followed the user's guide and pushed the 'up' arrow to darken the screen but nothing.,False
3029,what glue is used for the gems,False
3030,How is this delivered?,False
3031,Should I / can I wear these barefoot?  Are the good for weightlifting?,False
3032,what is the fps?,False
3033,is there a bottle opener on it??,False
3034,Can I use an 18650 or similar rechargeable battery in this instead of the 3 AA batteries?,False
3035,wich generation are they,False
3036,Is there a weight limit,False
3037,Do you sell the end caps?,False
3038,Are these flat masks or molded cardboard masks?,False
3039,"Will these bits fit a 1/4"" drive torque wrench?",False
3040,does sheath have a belt loop? or shoulder strap? or both?,False
3041,what comes with the s8 phone?,False
3042,when will this item be released,False
3043,Will this fit on a smaller door frame (i.e to a walk in closet)? Is it possible to not use all the pieces provided in order to make the length shorter,False
3044,do these work with the Echo Dot??,False
3045,"I thought ""prime"" meant shipped free?  But is $6?",False
3046,what replacement darts can i get for this. it is a b-day gift for grandson. his nana needs a lot of help please? thank you for your time and help.,False
3047,Is the item durable?,False
3048,Is it easy to fasten the back with tiny hands?,False
3049,Can i buy sw-312 b with a standard damascus steel blade.,False
3050,Ky0913-1grfl in the picture safe has a metal handle is there any difference in security and fireproof between this and the black handle,False
3051,Does the watch work?,False
3052,Can a family member also download the game on his computer so we can play simultaneously?,False
3053,Does it shrink,False
3054,Hi. How quickly does this ship to New Zealand and what is shipping cost please?,False
3055,Hi. How quickly does this ship to New Zealand and what is shipping cost please?,False
3056,Do you make a dashboard Mohammed?  I am sure that thousands would be sold.  Charlie Hebdo just sold 7 million copies of their Mohammed.,False
3057,How much does it weigh?,False
3058,How tall is Jesus including the spring?,False
3059,Is this product screened for heavy metals?,False
3060,Is there a hole connecting the 2 compartments inside so kitty can go from top to bottom while inside the condo?,False
3061,Once I become pregnant should I stop taking this tea?,False
3062,Do you have shopkins 10 packs,False
3063,Are they dishwasher safe?,False
3064,How to detangle my hair?,False
3065,Does anyone know if this watch will provide me with a compass and elevation pressure?,False
3066,is this the japanese version?,False
3067,Dc58 dc 59 wall mount,False
3068,Did my order go through?,False
3069,It's beautiful. Can it go with the apple watch series 3? how does it go with the gold dial,False
3070,It's really rose gold not pink right?,False
3071,It says that it takes 1-2 months for delivery? Is that a typo?,False
3072,will this fit my 2015 VW Jetta sport?,False
3073,Can you put this on youre testacles?,False
